SMILES_Ligands,Counterion,Abbreviation_in_the_article,IC50_Dark(M*10^-6),IC50_Dark_standard_error(M*10^-6),IC50_Dark_value,IC50_Light(M*10^-6),IC50_Light_standard_error(M*10^-6),IC50_Light_value,Excitation_Wavelength(nm),Irradiation_Time(minutes),Irradiation_Power(W*m^-2),Cell_line,Time(h),DOI,Year,IC50_Cisplatin(M*10^-6),IC50_Cisplatin_standard_error(M*10^-6),IC50_Cisplatin_value,IC50_class,num_ligands,Scaffold
Cc1ccc(C(C)C)cc1.Oc1ccccc1/C=N\NC1=Nc2ccccc2-c2[nH]c3ccc(Br)cc3c2C1.[Cl-],[Cl-],1,0.80,0.1,0.8,,,,,,,T47D,24.0,10.1016/j.jinorgbio.2012.06.003,2012,,,,1,3,c1ccccc1.C(=N\NC1=Nc2ccccc2-c2[nH]c3ccccc3c2C1)\c1ccccc1.[Cl-]
Cc1ccc(C(C)C)cc1.Cc1ncc(CO)c(/C=N\NC2=Nc3ccccc3-c3[nH]c4ccc(Br)cc4c3C2)c1O.[Cl-],[Cl-],3,5.8,0.3,5.8,,,,,,,T47D,24.0,10.1016/j.jinorgbio.2012.06.003,2012,,,,1,3,c1ccccc1.C(=N\NC1=Nc2ccccc2-c2[nH]c3ccccc3c2C1)\c1ccncc1.[Cl-]
Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Ru1,85.3,4.4,85.3,,,,,,,A549,24.0,10.1007/s00775-013-1032-2,2013,11.8,2.1,11.8,0,3,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1.Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Ru2,22.0,2.1,22.0,,,,,,,A549,24.0,10.1007/s00775-013-1032-2,2013,11.8,2.1,11.8,0,3,c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1
CC1=NC2c3nc(C)ccc3C=CC2C=C1.Cc1cnc2c(ccc3ccc(C)nc32)c1.Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Ru3,2.4,0.4,2.4,,,,,,,A549,24.0,10.1007/s00775-013-1032-2,2013,11.8,2.1,11.8,1,3,C1=CC2C=Cc3cccnc3C2N=C1.c1cnc2c(c1)ccc1cccnc12.c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1
Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Ru1,13.8,1.5,13.8,,,,,,,BEL-7402,24.0,10.1007/s00775-013-1032-2,2013,13.5,1.6,13.5,0,3,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1.Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Ru2,97.4,8.7,97.4,,,,,,,BEL-7402,24.0,10.1007/s00775-013-1032-2,2013,13.5,1.6,13.5,0,3,c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1
CC1=NC2c3nc(C)ccc3C=CC2C=C1.Cc1cnc2c(ccc3ccc(C)nc32)c1.Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Ru3,17.1,1.3,17.1,,,,,,,BEL-7402,24.0,10.1007/s00775-013-1032-2,2013,13.5,1.6,13.5,0,3,C1=CC2C=Cc3cccnc3C2N=C1.c1cnc2c(c1)ccc1cccnc12.c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1
Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Ru1,29.4,2.3,29.4,,,,,,,MG-63,24.0,10.1007/s00775-013-1032-2,2013,6.6,1.3,6.6,0,3,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1.Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Ru2,32.8,2.6,32.8,,,,,,,MG-63,24.0,10.1007/s00775-013-1032-2,2013,6.6,1.3,6.6,0,3,c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1
CC1=NC2c3nc(C)ccc3C=CC2C=C1.Cc1cnc2c(ccc3ccc(C)nc32)c1.Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Ru3,5.4,1.1,5.4,,,,,,,MG-63,24.0,10.1007/s00775-013-1032-2,2013,6.6,1.3,6.6,1,3,C1=CC2C=Cc3cccnc3C2N=C1.c1cnc2c(c1)ccc1cccnc12.c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1
Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Ru1,23.3,1.9,23.3,,,,,,,SKBR-3,24.0,10.1007/s00775-013-1032-2,2013,6.8,0.7,6.8,0,3,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1.Cc1ccnc(-c2cc(C)ccn2)c1.Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Ru2,41.6,3.3,41.6,,,,,,,SKBR-3,24.0,10.1007/s00775-013-1032-2,2013,6.8,0.7,6.8,0,3,c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1
CC1=NC2c3nc(C)ccc3C=CC2C=C1.Cc1cnc2c(ccc3ccc(C)nc32)c1.Nc1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,Cl([O-])(=O)(=O)=O.Cl([O-])(=O)(=O)=O,Ru3,2.2,0.3,2.2,,,,,,,SKBR-3,24.0,10.1007/s00775-013-1032-2,2013,6.8,0.7,6.8,1,3,C1=CC2C=Cc3cccnc3C2N=C1.c1cnc2c(c1)ccc1cccnc12.c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1
[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].c1ccc2[nH]ncc2c1,C1C=CC2N[NH+]=CC=2C=1.C1C=CC2N[NH+]=CC=2C=1,[RuCl5(ind)]2-,162.9,1.4,162.9,,,,,,,MGC-803,48.0,10.1016/j.ejmech.2014.08.071,2014,,,,0,6,[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].c1ccc2[nH]ncc2c1
[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].c1ccc2[nH]ncc2c1,C1C=CC2N[NH+]=CC=2C=1.C1C=CC2N[NH+]=CC=2C=1,[RuCl5(ind)]2-,119.8,3.7,119.8,,,,,,,HCT-15,48.0,10.1016/j.ejmech.2014.08.071,2014,,,,0,6,[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].c1ccc2[nH]ncc2c1
[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].c1ccc2[nH]ncc2c1,C1C=CC2N[NH+]=CC=2C=1.C1C=CC2N[NH+]=CC=2C=1,[RuCl5(ind)]2-,124.3,3.9,124.3,,,,,,,SK-OV-3,48.0,10.1016/j.ejmech.2014.08.071,2014,,,,0,6,[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].c1ccc2[nH]ncc2c1
[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].c1ccc2[nH]ncc2c1,C1C=CC2N[NH+]=CC=2C=1.C1C=CC2N[NH+]=CC=2C=1,[RuCl5(ind)]2-,95.1,3.4,95.1,,,,,,,MDA-MB-231,48.0,10.1016/j.ejmech.2014.08.071,2014,,,,0,6,[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].c1ccc2[nH]ncc2c1
[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].c1ccc2[nH]ncc2c1,C1C=CC2N[NH+]=CC=2C=1.C1C=CC2N[NH+]=CC=2C=1,[RuCl5(ind)]2-,203.3,2.9,203.3,,,,,,,HL-7702,48.0,10.1016/j.ejmech.2014.08.071,2014,,,,0,6,[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].c1ccc2[nH]ncc2c1
Cc1ccc(C(C)C)cc1.O=c1[nH]c2ccc(/N=C/c3ccccn3)cc2c2[nH]c3ccccc3c12.[Cl-],[Cl-],1a,>80,,80.0,,,,,,,A549,96.0,10.1021/om3012272,2013,,,,0,3,c1ccccc1.O=c1[nH]c2ccc(/N=C/c3ccccn3)cc2c2[nH]c3ccccc3c12.[Cl-]
C(=N/c1ccc2ncc3c4ccccc4[nH]c3c2c1)\c1ccccn1.Cc1ccc(C(C)C)cc1.[Cl-],[Cl-],2a,27,3.0,27.0,,,,,,,A549,96.0,10.1021/om3012272,2013,,,,0,3,C(=N/c1ccc2ncc3c4ccccc4[nH]c3c2c1)\c1ccccn1.c1ccccc1.[Cl-]
Cc1ccc(C(C)C)cc1.Clc1nc2ccc(/N=C/c3ccccn3)cc2c2[nH]c3ccccc3c12.[Cl-],[Cl-],3a,51,2.0,51.0,,,,,,,A549,96.0,10.1021/om3012272,2013,,,,0,3,c1ccccc1.C(=N/c1ccc2ncc3c4ccccc4[nH]c3c2c1)\c1ccccn1.[Cl-]
Cc1ccc(C(C)C)cc1.O=c1[nH]c2ccc(/N=C/c3ccccn3)cc2c2[nH]c3ccccc3c12.[Cl-],[Cl-],1a,>80,,80.0,,,,,,,SW480,96.0,10.1021/om3012272,2013,,,,0,3,c1ccccc1.O=c1[nH]c2ccc(/N=C/c3ccccn3)cc2c2[nH]c3ccccc3c12.[Cl-]
C(=N/c1ccc2ncc3c4ccccc4[nH]c3c2c1)\c1ccccn1.Cc1ccc(C(C)C)cc1.[Cl-],[Cl-],2a,7.0,1.7,7.0,,,,,,,SW480,96.0,10.1021/om3012272,2013,,,,1,3,C(=N/c1ccc2ncc3c4ccccc4[nH]c3c2c1)\c1ccccn1.c1ccccc1.[Cl-]
Cc1ccc(C(C)C)cc1.Clc1nc2ccc(/N=C/c3ccccn3)cc2c2[nH]c3ccccc3c12.[Cl-],[Cl-],3a,17,3.0,17.0,,,,,,,SW480,96.0,10.1021/om3012272,2013,,,,0,3,c1ccccc1.C(=N/c1ccc2ncc3c4ccccc4[nH]c3c2c1)\c1ccccn1.[Cl-]
Cc1ccc(C(C)C)cc1.O=c1[nH]c2ccc(/N=C/c3ccccn3)cc2c2[nH]c3ccccc3c12.[Cl-],[Cl-],1a,20,2.0,20.0,,,,,,,CH1,96.0,10.1021/om3012272,2013,,,,0,3,c1ccccc1.O=c1[nH]c2ccc(/N=C/c3ccccn3)cc2c2[nH]c3ccccc3c12.[Cl-]
C(=N/c1ccc2ncc3c4ccccc4[nH]c3c2c1)\c1ccccn1.Cc1ccc(C(C)C)cc1.[Cl-],[Cl-],2a,3.2,0.3,3.2,,,,,,,CH1,96.0,10.1021/om3012272,2013,,,,1,3,C(=N/c1ccc2ncc3c4ccccc4[nH]c3c2c1)\c1ccccn1.c1ccccc1.[Cl-]
Cc1ccc(C(C)C)cc1.Clc1nc2ccc(/N=C/c3ccccn3)cc2c2[nH]c3ccccc3c12.[Cl-],[Cl-],3a,1.3,0.5,1.3,,,,,,,CH1,96.0,10.1021/om3012272,2013,,,,1,3,c1ccccc1.C(=N/c1ccc2ncc3c4ccccc4[nH]c3c2c1)\c1ccccn1.[Cl-]
Cc1ccc(C(C)C)cc1.[Cl-].c1cnc2c(c1)ccc1cccnc12,[P-](F)(F)(F)(F)(F)F,11,22.9,,22.9,,,,,,,A2780,24.0,10.1007/s00775-012-0917-9,2012,1.1,,1.1,0,3,c1ccccc1.[Cl-].c1cnc2c(c1)ccc1cccnc12
Cc1ccc(C(C)C)cc1.[Cl-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,[P-](F)(F)(F)(F)(F)F,13,0.5,,0.5,,,,,,,A2780,24.0,10.1007/s00775-012-0917-9,2012,1.1,,1.1,1,3,c1ccccc1.[Cl-].c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1
Cc1ccc(C(C)C)cc1.[Cl-].c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,1,>100,,100.0,,,,,,,HCT-116,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,c1ccccc1.[Cl-].c1cnc(-c2ncccn2)nc1
Cc1ccc(C(C)C)cc1.[Br-].c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,2,>100,,100.0,,,,,,,HCT-116,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,c1ccccc1.[Br-].c1cnc(-c2ncccn2)nc1
Cc1ccc(C(C)C)cc1.[I-].c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,3,>100,,100.0,,,,,,,HCT-116,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,c1ccccc1.[I-].c1cnc(-c2ncccn2)nc1
[Cl-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,4,>100,,100.0,,,,,,,HCT-116,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,[Cl-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1
[Br-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,5,>100,,100.0,,,,,,,HCT-116,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,[Br-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1
[I-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,6,>100,,100.0,,,,,,,HCT-116,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,[I-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1
Cc1ccc(C(C)C)cc1.[Cl-].c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,1,>100,,100.0,,,,,,,A2780cisR,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,c1ccccc1.[Cl-].c1cnc(-c2ncccn2)nc1
Cc1ccc(C(C)C)cc1.[Br-].c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,2,>100,,100.0,,,,,,,A2780cisR,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,c1ccccc1.[Br-].c1cnc(-c2ncccn2)nc1
Cc1ccc(C(C)C)cc1.[I-].c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,3,>100,,100.0,,,,,,,A2780cisR,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,c1ccccc1.[I-].c1cnc(-c2ncccn2)nc1
[Cl-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,4,>100,,100.0,,,,,,,A2780cisR,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,[Cl-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1
[Br-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,5,>100,,100.0,,,,,,,A2780cisR,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,[Br-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1
[I-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,6,>100,,100.0,,,,,,,A2780cisR,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,[I-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1
Cc1ccc(C(C)C)cc1.[Cl-].c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,1,>100,,100.0,,,,,,,A549,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,c1ccccc1.[Cl-].c1cnc(-c2ncccn2)nc1
Cc1ccc(C(C)C)cc1.[Br-].c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,2,>100,,100.0,,,,,,,A549,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,c1ccccc1.[Br-].c1cnc(-c2ncccn2)nc1
Cc1ccc(C(C)C)cc1.[I-].c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,3,>100,,100.0,,,,,,,A549,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,c1ccccc1.[I-].c1cnc(-c2ncccn2)nc1
[Cl-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,4,>100,,100.0,,,,,,,A549,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,[Cl-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1
[Br-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,5,>100,,100.0,,,,,,,A549,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,[Br-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1
[I-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,6,>100,,100.0,,,,,,,A549,24.0,10.1007/s00775-012-0917-9,2012,,,,0,3,[I-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1
Cc1ccc(C(C)C)cc1.[Cl-].c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,1,>100,,100.0,,,,,,,A2780,24.0,10.1007/s00775-012-0917-9,2012,1.1,,1.1,0,3,c1ccccc1.[Cl-].c1cnc(-c2ncccn2)nc1
Cc1ccc(C(C)C)cc1.[Br-].c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,2,>100,,100.0,,,,,,,A2780,24.0,10.1007/s00775-012-0917-9,2012,1.1,,1.1,0,3,c1ccccc1.[Br-].c1cnc(-c2ncccn2)nc1
Cc1ccc(C(C)C)cc1.[I-].c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,3,>100,,100.0,,,,,,,A2780,24.0,10.1007/s00775-012-0917-9,2012,1.1,,1.1,0,3,c1ccccc1.[I-].c1cnc(-c2ncccn2)nc1
[Cl-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,4,>100,,100.0,,,,,,,A2780,24.0,10.1007/s00775-012-0917-9,2012,1.1,,1.1,0,3,[Cl-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1
[Br-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,5,>100,,100.0,,,,,,,A2780,24.0,10.1007/s00775-012-0917-9,2012,1.1,,1.1,0,3,[Br-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1
[I-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,6,>100,,100.0,,,,,,,A2780,24.0,10.1007/s00775-012-0917-9,2012,1.1,,1.1,0,3,[I-].c1ccc(-c2ccccc2)cc1.c1cnc(-c2ncccn2)nc1
Cc1c(C)c(C)c(C)c(C)c1C.[I-].c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,8,>100,,100.0,,,,,,,A2780,24.0,10.1007/s00775-012-0917-9,2012,1.1,,1.1,0,3,c1ccccc1.[I-].c1cnc(-c2ncccn2)nc1
[I-].c1ccc2c(c1)CCC2.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,9,>100,,100.0,,,,,,,A2780,24.0,10.1007/s00775-012-0917-9,2012,1.1,,1.1,0,3,[I-].c1ccc2c(c1)CCC2.c1cnc(-c2ncccn2)nc1
[I-].c1ccc2c(c1)CCCC2.c1cnc(-c2ncccn2)nc1,[P-](F)(F)(F)(F)(F)F,10,>100,,100.0,,,,,,,A2780,24.0,10.1007/s00775-012-0917-9,2012,1.1,,1.1,0,3,[I-].c1ccc2c(c1)CCCC2.c1cnc(-c2ncccn2)nc1
CN/C([S-])=N\N=C\c1ccccc1O.[C-]#[O+].[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,1,20,0.51,20.0,,,,,,,A549,48.0,10.1039/c3qi00070b,2014,25,0.46,25.0,0,5,c1ccccc1.[C-]#[O+].[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
CN/C([S-])=N/N=C/c1ccccc1[O-].[C-]#[O+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,2,15,0.97,15.0,,,,,,,A549,48.0,10.1039/c3qi00070b,2014,25,0.46,25.0,0,4,c1ccccc1.[C-]#[O+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
CN/C([S-])=N\N=C\c1ccccc1O.[C-]#[O+].[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,1,18,1.01,18.0,,,,,,,HepG2,48.0,10.1039/c3qi00070b,2014,9,0.09,9.0,0,5,c1ccccc1.[C-]#[O+].[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
CN/C([S-])=N/N=C/c1ccccc1[O-].[C-]#[O+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,,2,12,0.84,12.0,,,,,,,HepG2,48.0,10.1039/c3qi00070b,2014,9,0.09,9.0,0,4,c1ccccc1.[C-]#[O+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
CS(C)=O.[Cl-].[Cl-].[Cl-].[Cl-].c1ccncc1,[Na+],AziRu,305,16.0,305.0,,,,,,,MCF-7,48.0,10.1039/c4tb01807a,2015,22,4.0,22.0,0,6,CS(C)=O.[Cl-].[Cl-].[Cl-].[Cl-].c1ccncc1
CS(C)=O.[Cl-].[Cl-].[Cl-].[Cl-].c1ccncc1,[Na+],AziRu,515,15.0,515.0,,,,,,,WiDr,48.0,10.1039/c4tb01807a,2015,32,5.0,32.0,0,6,CS(C)=O.[Cl-].[Cl-].[Cl-].[Cl-].c1ccncc1
CS(C)=O.[Cl-].[Cl-].[Cl-].[Cl-].c1ccncc1,[Na+],AziRu,382,19.0,382.0,,,,,,,HeLa,48.0,10.1039/c4tb01807a,2015,12,4.0,12.0,0,6,CS(C)=O.[Cl-].[Cl-].[Cl-].[Cl-].c1ccncc1
CS(C)=O.[Cl-].[Cl-].[Cl-].[Cl-].c1ccncc1,[Na+],AziRu,>500,,500.0,,,,,,,HaCaT,48.0,10.1039/c4tb01807a,2015,272,7.0,272.0,0,6,CS(C)=O.[Cl-].[Cl-].[Cl-].[Cl-].c1ccncc1
CS(C)=O.[Cl-].[Cl-].[Cl-].[Cl-].c1ccncc1,[Na+],AziRu,>500,,500.0,,,,,,,L6,48.0,10.1039/c4tb01807a,2015,52,6.0,52.0,0,6,CS(C)=O.[Cl-].[Cl-].[Cl-].[Cl-].c1ccncc1
c1cc[cH-]c1.c1ccc(-c2ccccn2)nc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,C(F)(F)(F)S([O-])(=O)=O,TM34,12.5,3.5,12.5,,,,,,,A2780,3.0,10.1007/s00775-014-1120-y,2014,,,,0,3,c1cc[cH-]c1.c1ccc(-c2ccccn2)nc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
O=S(=O)([O-])c1cccc(P(c2ccccc2)c2ccccc2)c1.[Na+].c1cc[cH-]c1.c1ccc(-c2ccccn2)nc1,C(F)(F)(F)S([O-])(=O)=O,TM85,40.2,22.8,40.2,,,,,,,A2780,3.0,10.1007/s00775-014-1120-y,2014,,,,0,4,c1ccc(P(c2ccccc2)c2ccccc2)cc1.[Na+].c1cc[cH-]c1.c1ccc(-c2ccccn2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1.c1cc[cH-]c1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,C(F)(F)(F)S([O-])(=O)=O,TM102,5.89,1.71,5.89,,,,,,,A2780,3.0,10.1007/s00775-014-1120-y,2014,,,,1,3,c1ccc(-c2ccccn2)nc1.c1cc[cH-]c1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
c1cc[cH-]c1.c1ccc(-c2ccccn2)nc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,C(F)(F)(F)S([O-])(=O)=O,TM34,17.3,3.9,17.3,,,,,,,MCF-7,3.0,10.1007/s00775-014-1120-y,2014,,,,0,3,c1cc[cH-]c1.c1ccc(-c2ccccn2)nc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
O=S(=O)([O-])c1cccc(P(c2ccccc2)c2ccccc2)c1.[Na+].c1cc[cH-]c1.c1ccc(-c2ccccn2)nc1,C(F)(F)(F)S([O-])(=O)=O,TM85,>200,,200.0,,,,,,,MCF-7,3.0,10.1007/s00775-014-1120-y,2014,,,,0,4,c1ccc(P(c2ccccc2)c2ccccc2)cc1.[Na+].c1cc[cH-]c1.c1ccc(-c2ccccn2)nc1
Cc1ccnc(-c2cc(C)ccn2)c1.c1cc[cH-]c1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,C(F)(F)(F)S([O-])(=O)=O,TM102,10.9,4.2,10.9,,,,,,,MCF-7,3.0,10.1007/s00775-014-1120-y,2014,,,,0,3,c1ccc(-c2ccccn2)nc1.c1cc[cH-]c1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
c1cc[cH-]c1.c1ccc(-c2ccccn2)nc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,C(F)(F)(F)S([O-])(=O)=O,TM34,24.5,11.3,24.5,,,,,,,MDA-MB-231,3.0,10.1007/s00775-014-1120-y,2014,,,,0,3,c1cc[cH-]c1.c1ccc(-c2ccccn2)nc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
